"COU","Country","VAR","Variable","MEA","Measure","ISIC4","ISIC4","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q1","Q1-2012","IDX","Index","0","Units",,,199.455307006836,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q2","Q2-2012","IDX","Index","0","Units",,,206.101379394531,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q3","Q3-2012","IDX","Index","0","Units",,,206.387802124023,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q4","Q4-2012","IDX","Index","0","Units",,,213.293716430664,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q1","Q1-2013","IDX","Index","0","Units",,,232.100799560547,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q2","Q2-2013","IDX","Index","0","Units",,,240.109481811523,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q3","Q3-2013","IDX","Index","0","Units",,,230.944961547852,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q4","Q4-2013","IDX","Index","0","Units",,,213.964263916016,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q1","Q1-2014","IDX","Index","0","Units",,,196.607940673828,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q2","Q2-2014","IDX","Index","0","Units",,,190.212463378906,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q3","Q3-2014","IDX","Index","0","Units",,,185.427932739258,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q4","Q4-2014","IDX","Index","0","Units",,,176.973846435547,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q1","Q1-2015","IDX","Index","0","Units",,,166.230804443359,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q2","Q2-2015","IDX","Index","0","Units",,,147.568786621094,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q3","Q3-2015","IDX","Index","0","Units",,,135.1962890625,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q4","Q4-2015","IDX","Index","0","Units",,,136.074844360352,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q1","Q1-2016","IDX","Index","0","Units",,,134.485534667969,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q2","Q2-2016","IDX","Index","0","Units",,,123.000328063965,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q3","Q3-2016","IDX","Index","0","Units",,,115.151290893555,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q4","Q4-2016","IDX","Index","0","Units",,,112.749656677246,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q1","Q1-2017","IDX","Index","0","Units",,,104.612617492676,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q2","Q2-2017","IDX","Index","0","Units",,,93.8804626464844,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q3","Q3-2017","IDX","Index","0","Units",,,87.0336456298828,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q4","Q4-2017","IDX","Index","0","Units",,,84.7197494506836,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q1","Q1-2018","IDX","Index","0","Units",,,85.488899230957,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q2","Q2-2018","IDX","Index","0","Units",,,86.3799209594727,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q3","Q3-2018","IDX","Index","0","Units",,,87.9738922119141,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q4","Q4-2018","IDX","Index","0","Units",,,88.5808639526367,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q1","Q1-2019","IDX","Index","0","Units",,,87.2394485473633,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q2","Q2-2019","IDX","Index","0","Units",,,88.9566040039062,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q3","Q3-2019","IDX","Index","0","Units",,,91.8292465209961,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q4","Q4-2019","IDX","Index","0","Units",,,91.0776596069336,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q1","Q1-2020","IDX","Index","0","Units",,,90.1455764770508,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q2","Q2-2020","IDX","Index","0","Units",,,84.4880142211914,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q3","Q3-2020","IDX","Index","0","Units",,,68.5468444824219,,
"NLD","Netherlands","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q4","Q4-2020","IDX","Index","0","Units",,,56.448902130127,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2011-Q1","Q1-2011","IDX","Index","0","Units",,,535.5771484375,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2011-Q2","Q2-2011","IDX","Index","0","Units",,,558.677307128906,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2011-Q3","Q3-2011","IDX","Index","0","Units",,,569.974426269531,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2011-Q4","Q4-2011","IDX","Index","0","Units",,,617.124694824219,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2012-Q1","Q1-2012","IDX","Index","0","Units",,,711.853271484375,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2012-Q2","Q2-2012","IDX","Index","0","Units",,,755.0439453125,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2012-Q3","Q3-2012","IDX","Index","0","Units",,,760.7490234375,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2012-Q4","Q4-2012","IDX","Index","0","Units",,,863.115173339844,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2013-Q1","Q1-2013","IDX","Index","0","Units",,,949.417785644531,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2013-Q2","Q2-2013","IDX","Index","0","Units",,,914.2666015625,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2013-Q3","Q3-2013","IDX","Index","0","Units",,,850.571166992188,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2013-Q4","Q4-2013","IDX","Index","0","Units",,,778.34423828125,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2014-Q1","Q1-2014","IDX","Index","0","Units",,,700.709838867188,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2014-Q2","Q2-2014","IDX","Index","0","Units",,,651.93212890625,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2014-Q3","Q3-2014","IDX","Index","0","Units",,,614.050048828125,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2014-Q4","Q4-2014","IDX","Index","0","Units",,,568.265991210938,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2015-Q1","Q1-2015","IDX","Index","0","Units",,,526.329406738281,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2015-Q2","Q2-2015","IDX","Index","0","Units",,,500.452972412109,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2015-Q3","Q3-2015","IDX","Index","0","Units",,,487.134033203125,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2015-Q4","Q4-2015","IDX","Index","0","Units",,,445.887115478516,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2016-Q1","Q1-2016","IDX","Index","0","Units",,,410.644226074219,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2016-Q2","Q2-2016","IDX","Index","0","Units",,,417.563201904297,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2016-Q3","Q3-2016","IDX","Index","0","Units",,,423.725921630859,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2016-Q4","Q4-2016","IDX","Index","0","Units",,,410.489593505859,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2017-Q1","Q1-2017","IDX","Index","0","Units",,,422.033569335938,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2017-Q2","Q2-2017","IDX","Index","0","Units",,,429.580505371094,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2017-Q3","Q3-2017","IDX","Index","0","Units",,,395.407287597656,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2017-Q4","Q4-2017","IDX","Index","0","Units",,,387.220794677734,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2018-Q1","Q1-2018","IDX","Index","0","Units",,,424.597595214844,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2018-Q2","Q2-2018","IDX","Index","0","Units",,,444.254943847656,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2018-Q3","Q3-2018","IDX","Index","0","Units",,,404.798065185547,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2018-Q4","Q4-2018","IDX","Index","0","Units",,,399.631225585938,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2019-Q1","Q1-2019","IDX","Index","0","Units",,,440.848480224609,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2019-Q2","Q2-2019","IDX","Index","0","Units",,,456.981323242188,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2019-Q3","Q3-2019","IDX","Index","0","Units",,,469.894470214844,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2019-Q4","Q4-2019","IDX","Index","0","Units",,,455.128845214844,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2020-Q1","Q1-2020","IDX","Index","0","Units",,,357.168487548828,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2020-Q2","Q2-2020","IDX","Index","0","Units",,,324.227874755859,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2020-Q3","Q3-2020","IDX","Index","0","Units",,,417.540161132812,,
"ESP","Spain","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","2020-Q4","Q4-2020","IDX","Index","0","Units",,,475.870178222656,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q1","Q1-2011","IDX","Index","0","Units",,,115.319374084473,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q2","Q2-2011","IDX","Index","0","Units",,,115.898414611816,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q3","Q3-2011","IDX","Index","0","Units",,,114.428863525391,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q4","Q4-2011","IDX","Index","0","Units",,,113.995307922363,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q1","Q1-2012","IDX","Index","0","Units",,,115.098731994629,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q2","Q2-2012","IDX","Index","0","Units",,,116.515045166016,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q3","Q3-2012","IDX","Index","0","Units",,,118.654647827148,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q4","Q4-2012","IDX","Index","0","Units",,,120.16716003418,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q1","Q1-2013","IDX","Index","0","Units",,,120.549850463867,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q2","Q2-2013","IDX","Index","0","Units",,,121.791442871094,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q3","Q3-2013","IDX","Index","0","Units",,,122.851570129395,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q4","Q4-2013","IDX","Index","0","Units",,,123.294624328613,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q1","Q1-2014","IDX","Index","0","Units",,,123.473304748535,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q2","Q2-2014","IDX","Index","0","Units",,,123.233070373535,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q3","Q3-2014","IDX","Index","0","Units",,,121.636985778809,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q4","Q4-2014","IDX","Index","0","Units",,,121.90950012207,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q1","Q1-2015","IDX","Index","0","Units",,,124.271537780762,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q2","Q2-2015","IDX","Index","0","Units",,,122.150909423828,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q3","Q3-2015","IDX","Index","0","Units",,,118.45240020752,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q4","Q4-2015","IDX","Index","0","Units",,,117.266677856445,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q1","Q1-2016","IDX","Index","0","Units",,,116.754638671875,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q2","Q2-2016","IDX","Index","0","Units",,,114.319442749023,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q3","Q3-2016","IDX","Index","0","Units",,,110.188407897949,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.007354736328,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.469352722168,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q2","Q2-2017","IDX","Index","0","Units",,,107.853462219238,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q3","Q3-2017","IDX","Index","0","Units",,,104.640037536621,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q4","Q4-2017","IDX","Index","0","Units",,,102.217346191406,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q1","Q1-2018","IDX","Index","0","Units",,,103.127784729004,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.611129760742,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q3","Q3-2018","IDX","Index","0","Units",,,105.732521057129,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2018-Q4","Q4-2018","IDX","Index","0","Units",,,104.397514343262,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q1","Q1-2019","IDX","Index","0","Units",,,104.092300415039,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q2","Q2-2019","IDX","Index","0","Units",,,101.775848388672,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q3","Q3-2019","IDX","Index","0","Units",,,96.4256744384766,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2019-Q4","Q4-2019","IDX","Index","0","Units",,,87.31689453125,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q1","Q1-2020","IDX","Index","0","Units",,,70.4745407104492,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q2","Q2-2020","IDX","Index","0","Units",,,58.9625930786133,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q3","Q3-2020","IDX","Index","0","Units",,,57.5944747924805,,
"FRA","France","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2020-Q4","Q4-2020","IDX","Index","0","Units",,,55.3068008422852,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q1","Q1-2011","IDX","Index","0","Units",,,121.5928479,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q2","Q2-2011","IDX","Index","0","Units",,,120.1858671,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q3","Q3-2011","IDX","Index","0","Units",,,120.320397,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q4","Q4-2011","IDX","Index","0","Units",,,118.3402402,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q1","Q1-2012","IDX","Index","0","Units",,,114.7508115,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q2","Q2-2012","IDX","Index","0","Units",,,115.6080037,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q3","Q3-2012","IDX","Index","0","Units",,,117.840729,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2012-Q4","Q4-2012","IDX","Index","0","Units",,,114.9102445,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q1","Q1-2013","IDX","Index","0","Units",,,112.2833428,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q2","Q2-2013","IDX","Index","0","Units",,,116.5695349,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q3","Q3-2013","IDX","Index","0","Units",,,118.8986552,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2013-Q4","Q4-2013","IDX","Index","0","Units",,,115.7750225,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q1","Q1-2014","IDX","Index","0","Units",,,114.9647148,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q2","Q2-2014","IDX","Index","0","Units",,,115.6676356,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q3","Q3-2014","IDX","Index","0","Units",,,113.3233945,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2014-Q4","Q4-2014","IDX","Index","0","Units",,,109.5404169,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q1","Q1-2015","IDX","Index","0","Units",,,106.4731971,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q2","Q2-2015","IDX","Index","0","Units",,,104.0939013,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q3","Q3-2015","IDX","Index","0","Units",,,102.3450053,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.50108227,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q1","Q1-2016","IDX","Index","0","Units",,,97.04695032,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q2","Q2-2016","IDX","Index","0","Units",,,95.82275585,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q3","Q3-2016","IDX","Index","0","Units",,,91.39788568,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2016-Q4","Q4-2016","IDX","Index","0","Units",,,86.04755391,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q1","Q1-2017","IDX","Index","0","Units",,,83.33463768,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q2","Q2-2017","IDX","Index","0","Units",,,84.16909503,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q3","Q3-2017","IDX","Index","0","Units",,,86.9984921,,
"NZL","New Zealand","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2017-Q4","Q4-2017","IDX","Index","0","Units",,,88.39648165,,
"NOR","Norway","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q1","Q1-2011","IDX","Index","0","Units",,,157.013778686523,,
"NOR","Norway","BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","2011-Q2","Q2-2011","IDX","Index","0","Units",,,160.19856262207,,
