"Country name","Code","Year","Age-standardized suicide rate - Sex: both sexes","Life Ladder","Social support","Healthy life expectancy at birth","Freedom to make life choices","Perceptions of corruption","Indicator Name","Indicator Code","GDP","VAR","Variable","MEA","Measure","ISIC4...7","ISIC4...8","Unit Code","Unit","Value","Quarter"
"Belgium","BEL",2011,167.076,7.11136388778687,0.936955451965332,70.9199981689453,0.880153596401215,0.711043894290924,"GDP (current US$)","NY.GDP.MKTP.CD",5.2333e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",139.450714111328,"Q4"
"Belgium","BEL",2011,167.076,7.11136388778687,0.936955451965332,70.9199981689453,0.880153596401215,0.711043894290924,"GDP (current US$)","NY.GDP.MKTP.CD",5.2333e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",130.441131591797,"Q1"
"Belgium","BEL",2011,167.076,7.11136388778687,0.936955451965332,70.9199981689453,0.880153596401215,0.711043894290924,"GDP (current US$)","NY.GDP.MKTP.CD",5.2333e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",133.461883544922,"Q2"
"Belgium","BEL",2011,167.076,7.11136388778687,0.936955451965332,70.9199981689453,0.880153596401215,0.711043894290924,"GDP (current US$)","NY.GDP.MKTP.CD",5.2333e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",136.452972412109,"Q3"
"Belgium","BEL",2011,167.076,7.11136388778687,0.936955451965332,70.9199981689453,0.880153596401215,0.711043894290924,"GDP (current US$)","NY.GDP.MKTP.CD",5.2333e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",138.013046264648,"Q4"
"Japan","JPN",2011,184.317,6.26279354095459,0.916703701019287,73.9800033569336,0.814396440982819,0.733798980712891,"GDP (current US$)","NY.GDP.MKTP.CD",6.23315e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",105.006034851074,"Q1"
"Japan","JPN",2011,184.317,6.26279354095459,0.916703701019287,73.9800033569336,0.814396440982819,0.733798980712891,"GDP (current US$)","NY.GDP.MKTP.CD",6.23315e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",104.404289245605,"Q2"
"Japan","JPN",2011,184.317,6.26279354095459,0.916703701019287,73.9800033569336,0.814396440982819,0.733798980712891,"GDP (current US$)","NY.GDP.MKTP.CD",6.23315e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",102.739051818848,"Q3"
"Japan","JPN",2011,184.317,6.26279354095459,0.916703701019287,73.9800033569336,0.814396440982819,0.733798980712891,"GDP (current US$)","NY.GDP.MKTP.CD",6.23315e+12,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99C","Grand total (corporations only)","IDX","Index",102.763328552246,"Q4"
"South Africa","ZAF",2011,244.307,4.93051147460938,0.857703149318695,51.4599990844727,0.835448026657104,0.8191819190979,"GDP (current US$)","NY.GDP.MKTP.CD",4.58199e+11,"BANKRUPTCIES","Number of bankruptcies","INDEX","Index 2007=100","01_99","Grand Total","IDX","Index",193.142425537109,"Q1"
